3997,"Talk Number"
3287,"CD7","好，咱们一起上．"
3288,"CD8","谁怕谁！乌龟怕铁鎚！*四个一起上最好，*省得我麻烦．"
3289,"CD9","小子，*你可知你放走的是谁？"
3290,"CDA","不就是一位不喜欢阳光，喜*欢生活在地洞里的老前辈吗*？"
3291,"CDB","你是真不知还是假不知，你*放走了任老怪，就是与东方*教主和我日月神教为敌．"
3292,"CDC","我们是奉教主之命，*在此看守任老怪的，你居然*利用我们的弱点救他出去．"
3293,"CDD","别说了，得赶紧回黑木崖向*东方教主报告这件事．*走！"
3294,"CDE","你要知道，任老怪重出江湖*，江湖上又将是一场血雨腥*风。那个小子，你是华山派*的吧，任我行重出江湖可能*第一个要灭掉的就是你华山*派！"
3295,"CDF","什么……？"
3296,"CE0","令狐大哥，你接下来有什么*打算？"
3297,"CE1","那个人，那个人就是任我行*，日月神教的前任教主？？*！！"
3298,"CE2","你刚才也听到了，任我行重*出江湖是一件大事，我要赶*去福建，向我师父禀报。"
3299,"CE3","那好吧，令狐大哥，咱们就*此别过，后会有期。"
3300,"CE4","小子，你擅闯我衡山，是何*用意？*莫非是左冷禅派来的奸细．"
3301,"CE5","回去告诉左冷禅，下月十五*在嵩山召开的大会，我莫大*一定到场．*我倒要看看其它三派的掌门*怎麽说．"
3302,"CE6","衡山云雾十三式是衡山派一*位高手所创，为衡山派三大*绝技之一。这位高手以走江*湖变戏法为生，竟将变戏法*的本领渗入武功，是以这套*剑法变化古怪，令人防不胜*防。"
3303,"CE7","我们衡山处处是茂林修竹，*终年翠绿，奇花异草，四时*放香，自然景色十分秀丽，*有“南岳独秀”的美称。"
3304,"CE8","衡山派禁地，外人勿近！"
3305,"CE9","相传舜帝北巡时，遥望恒山*奇峰耸立，山势巍峨，遂叩*封为北岳，为北国万山之宗*主。"
3306,"CEA","我们恒山派剑法含蓄收敛，*防守严密，破绽甚少。"
3307,"CEB","见性峰乃恒山派禁地，施主*勿近．"
3308,"CEC","大胆恶贼，竟擅闯无色庵．"
3309,"CED","无色？你是色盲啊？*这儿五颜六色这麽多，*还说什麽无色．"
3310,"CEE","大胆！胆敢在此清净之地，*口出狂言．"
3311,"CEF","莫非是左冷禅派你来的！*想不到左盟主为了五岳并派*之事，也不顾同盟之谊了．*回去告诉左冷禅，定闲还不*至忘了师祖的遗训，并派一*事我是绝对不会答应的．"
3312,"CF0","这位少侠，上泰山来不知有*何见教？"
3313,"CF1","原来这儿就是泰山啊，古人*曾说过”登泰山而小天下”*今日一见果然名不虚传．"
3314,"CF2","好说，好说．***我泰山派立派以来，每年上*山朝拜者数以万计，多少人*都想到我泰山派拜师学艺．*我看，*你也是想来这拜师的吧？"
3315,"CF3","哈！哈！我还需要拜师？*有没有搞错啊！我看你拜我*为师还差不多．*不然这样好了，今儿个我心*情正好，就收你为徒．咱们*也不必行什麽拜师礼了．．"
3316,"CF4","小子！好大的口气！*我倒要看看你有多少斤两，*想叫我拜你为师！"
3317,"CF5","我不过是随便逛逛，欣赏一*下泰山的风光。"
3318,"CF6","我们泰山的景色可分为丽、*幽、妙、奥、旷五区。*丽区山水相映，古刹幽深；*幽区绿荫环绕，一步一景；*妙区景色宜人，别有洞天；*奥区林木苍郁，花草茂盛；*旷区坦途绿荫，溪深谷幽。 "
3319,"CF7","我们泰山派的泰山十八盘剑*法，是从泰山陡道的地势中*化出，五步一转，十步一回*，忽缓忽紧，回旋曲折。"
3320,"CF8","阁下硬闯我泰山派，*不知是何用意．"
3321,"CF9","你的徒弟硬要我跟你拜师，*我就来看看你够不够格当我*师父．"
3322,"CFA","好个顽劣的恶徒，*让我来教训教训你．"
3323,"CFB","哼！*魔教的恶徒，要杀就杀，*别在那罗唆．"
3324,"CFC","好好的，干麽杀你？*你只是不够格当我师父罢了"
3325,"CFD","今日不杀我，我五岳剑派同*气连枝，改日我们再上黑木*崖向阁下及东方不败讨教．"
3326,"CFE","我五岳剑派同气连枝，改日*我们再上黑木崖向阁下及东*方不败讨教．"
3327,"CFF","你知道嵩山八景吗？*就是：*嵩门待月、轩辕早行、*颍水春耕、箕阴避暑、*石淙会饮、玉溪垂钓、*少室晴雪、卢崖瀑布。"
3328,"D00","我嵩山派剑法分为“内八路*，外九路”，十七路剑法，*长短快慢应有尽有。"
3329,"D01","嵩山派禁地，生人勿近！"
3330,"D02","哪里来的野小子，敢硬闯我*嵩山派！"
3331,"D03","嵩山派身为五岳盟主，我以*为武功必是极高的，没想到*，唉，不过如此。"
3332,"D04","好小子，你够狂，今日就让*你尝尝嵩山剑法的厉害。"
3333,"D05","小子，你功夫不错，我正在*进行一项功在千秋的大事业*，你加入我嵩山派吧。"
3334,"D06","对不起，我没兴趣。*＜你能有什么大事业，南贤*老头都已经说了，我找寻十*四天书才是最大的事业！＞"
3335,"D07","你是何人，到我峨嵋派做什*麽？是想随我六大派一起进*剿光明顶的侠义之士？*还是魔教派来的奸细，想打*探我六大派的动静．"
3336,"D08","师太快别误会了，我并不是*您口中什麽“魔教”奸细，*所以还请放心．虽然我自命*为侠义之士，但是我并不想*随你们去打那个”魔教”．*你身为一派掌门，应该为你*的徒弟着想．要是我，可舍*不得让这些美貌的小尼姑去*送命．"
3337,"D09","大胆狂徒！念在你非魔教徒*的份子上，快快离去，免得*我後悔，动手要了你的命．"
3338,"D0A","我们峨嵋派掌门灭绝师太，*自创灭剑绝剑，武功高强，*手持无双利器倚天剑，斩妖*除魔！"
3339,"D0B","这里是我们崆峒派的地盘，*不许乱闯！"
3340,"D0C","想当年我掌门师祖木灵子以*一套七伤拳威镇天下，名扬*四海，奠定我崆峒派百年的*基业，名列当今武林六大派*之一．"
3341,"D0D","小兄弟别在崆峒派逗留了，*我六大派即将围攻魔教总坛*光明顶了．"
3342,"D0E","欢迎阁下来到武当山，请随*意参观．**若有武学上的疑惑，可与家*师讨论．家师定乐於与各位*聊聊．"
3343,"D0F","一传十，十传百，大家都知*道，进药王庄要佩戴兰花，*所以兰花也就失去了它的本*来意义。现在药王庄门口的*毒草已经铲除，不用佩戴兰*花就可直接进入。但是，兰*花作为药王庄的标志，将永*远盛开在这里。"
3344,"D10","自从小虾米在这里挖出广陵*散以来，十年间，有无数的*盗墓者来此挖掘，每人都挖*出了一本广陵散。这致使蔡*邕墓损毁严重。经文物部门*研究决定，将蔡邕墓迁往别*处。请大家爱护文物古迹。*保护文物，人人有责。"
3345,"D11","此处原本也是个不毛之地．**但自从开山祖师爷何掌门以*来，历代掌门人於七八十年*中花了极大力气整顿山坳．*派遣弟子东至江南，西至天*竺搬移各种奇花异树到此种*植，才有了目前此番美景．"
3346,"D12","在下云游各方，途经崑仑，*见此三圣坳绿草如茵，*忍不住前来欣赏一番，*并顺道拜会人称*”铁琴先生”的何掌门．"
3347,"D13","你是打从中原来的吧！*欣赏完了就赶紧离去吧．**最近西域已成多事之地，*小心惹上祸端．"
3348,"D14","加入我们五仙教吧，我们五*仙教主何铁手美艳如花。千*万不要加入旁边的五毒教，*他们的教主蓝凤凰奇丑无比*，根本没法和我们何教主相*比。"
3349,"D15","加入我们五毒教吧，我们五*毒教主蓝凤凰既美丽又开放*。千万不要加入旁边的五仙*教，他们的教主何铁手奇丑*无比，根本没法和我们蓝教*主相比。"
3350,"D16","一个死丫头，还有个瘸铁匠*，嘿嘿，黄老邪果然尽捡些*脓包来做弟子，到世上丢人*现眼。"
3351,"D17","请你莫说我恩师坏话。"
3352,"D18","人家早不要你做弟子了，你*还恩师长、恩师短的，也不*怕人笑掉了牙齿。"
3353,"D19","谁敢说我恩师？即使他不认*我们做徒弟，我们也永远认*他做恩师！"
3354,"D1A","东邪黄药师，天下闻名，你*这道姑真是不知天高地厚！"
3355,"D1B","哼，又来个不知所谓的小子*，去死吧！"
3356,"D1C","咦？她好像掉了一本书……*哈哈，这李莫愁临走了居然*还送我礼物，也不是传说中*的那么坏嘛。"
3357,"D1D","适才听那李莫愁之言，姑娘*似乎是桃花岛主黄药师之徒*？"
3358,"D1E","不错，我算是恩师黄药师的*关门弟子吧。"
3359,"D1F","如此说来，姑娘武功一定是*不错的了。"
3360,"D20","哪里哪里，恩师传我一套玉*箫剑法，我还未练得纯熟。"
3361,"D21","那程姑娘可否与在下一游，*帮忙在下寻找那十四天书？"
3362,"D22","我看公子脸上泛有戾气，公*子还是多做些善事才是．"
3363,"D23"," 嗯！好吧．*反正我一人在此也是无聊，*就随公子一游吧．"
3364,"D24","师姐，真的是你？？"
3365,"D25","默风，是我啊。这些年……*你过得好吗？"
3366,"D26","自从被师父挑断脚筋，逐出*桃花岛，我一直是颠沛流离*，没过过一天安稳日子啊…*…"
3367,"D27","唉，都是我害了你……"
3368,"D28","师姐，别这么说，从前得事*情都已经过去了。如今能再*次见到师姐，我真的很高兴*。"
3369,"D29","默风，我看你一个人也很孤*单，不如一起去小村吧。"
3370,"D2A","好，我听师姐的。"
3371,"D2B","感谢少侠的救命之恩。"
3372,"D2C","前辈太客气了。"
3373,"D2D","咦？你也曾经学过桃花岛的*武功吗？"
3374,"D2E","是啊，晚辈有幸，得蒙黄岛*主传授武功。"
3375,"D2F","这么说来，我们也算是师兄*弟了。你有什么需要我帮忙*的，尽管说。"
3376,"D30","那能否请前辈到小村去，帮*我打造一些兵器。"
3377,"D31","好，咱们这就走！"
3378,"D32","我刚刚打造了一对判官笔，*你要不要？只收300两银子*。"
3379,"D33","钱不够啊，这可不行，我这*已经是成本价了，怎么说你*也要让我糊口啊。"
3380,"D34","好，一手交钱，一手交货。"
3381,"D35","我刚刚打造了一把白虹剑，*你要不要？只收300两银子*。"
3382,"D36","我刚刚打造了一副佛心甲，*你要不要？只收400两银子*。"
3383,"D37","我刚刚打造了一把绿波香露*刀，你要不要？只收400两*银子。"
3384,"D38","我刚刚打造了一把白龙剑，*你要不要？只收500两银子*。"
3385,"D39","我刚刚打造了一把冷月宝刀*，你要不要？只收500两银*子。"
3386,"D3A","我刚刚打造了一根伏魔杵，*你要不要？只收600两银子*。"
3387,"D3B","还没有打造出新兵器，你以*后再来吧。"
3388,"D3C","有了，有了，我有灵感了，*我要给你打造一件最适合你*的兵器！"
3389,"D3D","我为你打造了一把玄铁菜刀*，你要吗？只收2000两银子*。"
3390,"D3E","我为你打造了一把神山剑，*你要吗？只收2000两银子。"
3391,"D3F","这是一把适合你的独门兵器*，2000两银子，要不要？"
3392,"D40","我最好的作品都已经卖给你*了，我以后不会再打铁了。"
3393,"D41","真是怀念桃花岛啊……"
3394,"D42","霹雳弹霹雳弹，这可是西洋*的玩意，只有我韦小宝有办*法弄到。要不要？1000两银*子十个。"
3395,"D43","1000两银子十个，不二价，*我韦小宝从来不作亏本的生*意。"
3396,"D44","好，给你，我韦小宝一向是*货真价实，玩骰子从不加水*银。"
3397,"D45","怎么样，怎么样，看我厉不*厉害？"
3398,"D46","田大爷，你好强哦。"
3399,"D47","是哦，田大爷，奴家好喜欢哦～～"
3400,"D48","哈哈哈……咦？这位少侠，*想必是来向田某学习吧？哈*哈哈……"
3401,"D49","这位兄台，那里的功夫真强*啊，请教尊姓大名？"
3402,"D4A","我就是江湖人称万里独行侠*的田伯光，哈哈哈……"
3403,"D4B","田伯光，我弟子彭人骐可是*你害死的？"
3404,"D4C","失敬失敬，原来是青城掌门*大家光临，这扬州丽春院从*此天下闻名，生意滔滔，再*也应接不暇了。有一个小子*是我杀的，剑法平庸，有些*像青城派的招数，至于是不*是叫什么骐，也没功夫去问*他。"
3405,"D4D","哼，你偿命来吧！"
3406,"D4E","这余老头假惺惺的，不是个*好东西。小兄弟，来帮我一*把怎么样？"
3407,"D4F","＜我是否该帮助田伯光呢？*＞"
3408,"D50","这个，小弟武艺低微，恐怕*……"
3409,"D51","哼，孬种！***余观主，房中地方太小，施*展不开，咱们到院子里，大*战三百合，看看到底是谁厉*害！要是你赢了，这个千娇*百媚的小粉头玉宝儿就归你*，否则，她可是我的。"
3410,"D52","在下与田兄脾气相投，自当*共患难！"
3411,"D53","哈哈哈，好样的，我们上！"
3412,"D54","小兄弟，田某就喜欢结交你*这样的朋友，有什么需要我*帮忙的，尽管说！"
3413,"D55","既然如此，我也就不和田大*哥客气了，小弟想请田大哥*帮我一同寻找十四天书……"
3414,"D56","好，没问题。"
3415,"D57","田兄，久违了。"
3416,"D58","原来是你这小子，找我有什*么事？"
3417,"D59","没什么事。路过此地，随便*看看。"
3418,"D5A","我最恨的就是道貌岸然的伪*君子！"
3419,"D5B","你的队伍里连个女人都没有*，没意思，不去。"
3420,"D5C","你小子虽然是个孬种，但总*还不是道貌岸然的伪君子，*况且你的队伍里还有漂亮小*妞，我就跟着你吧。"
3421,"D5D","唉，好无聊哦～～，这位大*爷，来和我玩玩吧～～"
3422,"D5E","我叫陆小凤，大家都说我长*得像个女孩子，其实我是男*孩子。如果我长大了有胡子*，我一定不刮，我要留着证*明我是男孩子。"
3423,"D5F","我叫花满楼，我的眼神不太*好，听说踢毽子对眼睛有好*处，所以我每天都踢。"
3424,"D60","我叫司空摘星。我也不知道*我吃的是什么，反正是从隔*壁拿来的。"
3425,"D61","……？*西门……吹雪……"
3426,"D62","唉，谁能来教教这些孩子们*啊。"
3427,"D63","这……这把铲子……你，你*就是来教我们娃练武的吧？"
3428,"D64","对不起，我可没那闲工夫！"
3429,"D65","太好了……太好了……"
3430,"D66","孩子们，你们的老师终于来*了，这可是个难得的机会，*大家要认真学，好的老师会*带你上天堂哦。"
3431,"D67","真是太感谢你了，这些娃子*上不起武馆，一直都没有人*教他们。今天你教了他们，*说不定他们长大了都会成为*名扬天下的大侠呢。唉，我*们这里穷，没多少报酬，这*是我积攒了半年才攒够的五*两银子，你拿着吧。"
3432,"D68","＜不是吧？半年才攒了五两*银子？还不够我一次斗地主*的呢……我该收吗？＞"
3433,"D69","＜付出了就要有回报，虽然*少点，但也比没有强啊。＞*那我就不客气了。"
3434,"D6A","＜这么点钱，还不如不要呢*，干脆好人做到底吧。＞*大叔，我怎么能收您底钱呢，*这钱给孩子们买点书吧。"
3435,"D6B","好人啊，你真是好人啊，我*为唱个曲吧。"
3436,"D6C","好啊。"
3437,"D6D","青风相待，白云相爱。梦不*到紫罗袍共黄金带。一茅斋*，野花开，管甚谁家兴废谁*成败？陋巷单瓢亦乐哉。贫*，气如山！达，志如山！"
3438,"D6E","这曲真好，我记下了。大叔*，我还有事，先告辞了。"
3439,"D6F","唉，穷人的孩子，想上个学*咋就这么难啊！"
3440,"D70","请大家关心西部。*请大家关心农村。"
3441,"D71","欢迎你来到这里！"
3442,"D72","你是谁？"
3443,"D73","我就是小虾米。"
3444,"D74","小虾米？你就是传说中以双*手互搏加野球拳打遍天下无*敌手的小虾米？？"
3445,"D75","不错，就是我。"
3446,"D76","你……你……你还活着？"
3447,"D77","不。小虾米的故事早已经成*为历史，但是我的精神永存*。也正是我的精神力量，将*你指引到这里的。"
3448,"D78","那你把我指引到这里，想告*诉我什么呢？"
3449,"D79","你知道我是如何练成野球拳*的吗？归根结底一个字——*勤奋！"
3450,"D7A","好像是两个字哦……"
3451,"D7B","不要打岔！*你能找到这里，*就说明你和我有缘，现在我*就把这生平绝学传授与你。*但能不能发挥出它的威力，*还要看你自己的努力。记住*，人生在于勤奋！"
3452,"D7C","刚才发生什么事了？我不是*在做梦吧……"
3453,"D7D","我就是小小猪。"
3454,"D7E","小小猪？你……你……果然*长着传说中的猪头！"
3455,"D7F","小小猪？你……你……你就*是那个自创神山剑法，独立*打败二十大高手的小小猪？"
3456,"D80","你……你……你怎么会在这*里？"
3457,"D81","我一直有个心愿未了，你能*来到这里，说明你已经替我*完成了心愿！"
3458,"D82","你是说教那些穷孩子练武吧*？我已经去过了……"
3459,"D83","很好。你知道我是如何创出*神山剑法的吗？归根结底两*个字——读万卷书，行万里*路！"
3460,"D84","明明是八个字……"
3461,"D85","不要打岔！既然你替我完成*了心愿，现在我就把这生平*绝学传授与你。这套剑法乃*是我踏遍群山所悟。记住，*人生要不断挑战新的高度！"
3462,"D86","显然，我是个厨子。"
3463,"D87","厨子？你……你……在这里*做什么？"
3464,"D88","我在等你。"
3465,"D89","等我？你知道我会来？"
3466,"D8A","是的，从你踏入武林的那一*天起，我就知道你一定会来*到这里的。"
3467,"D8B","我是误打误撞才来到这里的*，都不知道来这里干什么！"
3468,"D8C","你会做菜吗？要知真正的烹*调高手，愈是在平凡的菜肴*中，愈能显出真实的本领．*其实这道理跟武学一般，能*在平淡之中现神奇，才说得*上是大宗匠的手段．"
3469,"D8D","好像有道理哦……"
3470,"D8E","当然有道理！我现在就传给*你一套西瓜刀法，这是我长*时间切西瓜所悟出的刀法。*记住，伟大总是孕育在平凡*之中。"
3471,"D8F","恩怨、情仇，吾一肩挑*放荡、不羁，吾一声笑*是潇洒江湖，是浪迹天涯，*是吾行吾路。*我是霹雳堂的人，我叫柳无*色。"
3472,"D90","怎么这么一堆罗嗦……*你在这里做什么？"
3473,"D91","来这里，我是想告诉你两个*字——统一！"
3474,"D92","我想起了绿茶和方便面……"
3475,"D93","不要打岔！我现在就将我的*绝学——犽月流空传授给你*。记住，只有和平统一，巨*龙才能真正腾飞！"
3476,"D94","你终于醒了，你怎么会昏倒*在林家的向阳老宅？"
3477,"D95","师父，徒儿得知任我行重出*江湖，就想向师父通禀此事*，当我到了福建的时候看到*有人夺了去林师弟的辟邪剑*谱，我杀了那人，抢了回来*。可我也受了重伤，迷迷糊*糊的昏了过去。"
3478,"D96","师父，徒儿得知任我行重出*江湖，就想向师父通禀此事*，当我到了福建的时候看到*有人夺了去林师弟的辟邪剑*谱，我杀了那人，抢了回来*。可我也受了重伤，迷迷糊*糊的昏了过去。师父，我怎*么到了这里？是您救我回来*的么？"
3479,"D97","今儿早晨到平之的向阳巷老*宅去，在门外见你晕在地下*。冲儿，辟邪剑谱你放在了*什么地方？这是平之的物事*，该当由他收管。"
3480,"D98","我受伤晕倒，蒙师父所救。*此后这剑谱，便不在我身上*。"
3481,"D99","令狐冲！依你说来，倒是师*父私吞了剑谱？"
3482,"D9A","弟子不敢。不过弟子昏迷后*真的不知道剑谱的下落了。"
3483,"D9B","哼！师父，定是令狐冲贪恋*我家祖传的剑谱，私藏在秘*密的地方，却跟咱们做戏。"
3484,"D9C","阿弥陀佛，施主当以天下苍*生为重。"
3485,"D9D","＜按说令狐冲应该不会偷拿*林家的剑谱，但是人心隔肚*皮，谁又知道呢？我该相信*令狐冲吗？＞"
3486,"D9E","＜令狐大哥绝不是那种人！*我要帮他！＞"
3487,"D9F","林兄弟，你的祖传之物得而*复失，这种心情我们可以理*解，但是从我和令狐兄弟的*交往过程中，我可以担保拿*走剑谱的绝对另有其人，咱*们慢慢调查，不能妄下结论*，以免伤了同门之谊。"
3488,"DA0","同门之谊？哼。他的剑法已*经远高于我了，早已不将我*当作他的师父了，他不仅不*听师训，结交奸邪，还和魔*教长老杀害我正派弟子，还*会念什么同门之谊？从今日*起，我把你逐出师门，以后*不要再说你是我华山门下了*。"
3489,"DA1","……*岳掌门，令狐兄弟的确做错*了不少事，您可以按门规处*罚，但是逐出门墙的责罚，*是不是有些太重了？"
3490,"DA2","魔教任教主的小姐对他照顾*有加，他早已跟他们勾结在*一起，还要我这师父干甚么*？"
3491,"DA3","魔教任教主的小姐？师父这*话不知从何说起？虽然听说*那任我行有个女儿，可是弟*子从来没见过。"
3492,"DA4","孽徒，到了此刻，你又何必*再说谎？那位任小姐召集平*一指给你医病，还送你上少*林，这你还能抵赖的掉么？"
3493,"DA5","她……她……盈盈是任教主*之女？这……这真是从何说*起？弟子当真不知呀。"
3494,"DA6","你聪明伶俐，何等机警，怎*会猜想不到她便是任我行之*女？令狐冲，今天念在你重*伤在身，我不为难你，我已*经搜过你的身上了，剑谱现*在不在你的身上，限你3日*之内把剑谱乖乖交出来，否*则自古正邪不两立，下次再*见面的时候不是我杀了你，*就是你杀了我。你好自为之*吧。姗儿，平之，我们走。"
3495,"DA7","哼。"
3496,"DA8","令狐冲，你以后就不再是我*的大师兄了。你要是真拿了*小林子的剑谱，最好趁早交*出来！"
3497,"DA9","师父、小师妹……。"
3498,"DAA","哎，事已至此，令狐大哥不*必难过。不知令狐大哥的伤*势如何了？"
3499,"DAB","自从修习了任教主的吸星大*法，已经好多了。唉……如*今师父也不要我了，我真的*做错了吗？。"
3500,"DAC","尊师只是一时误会，我们一*起去找剑谱，洗刷你的冤屈*。"
3501,"DAD","也只好如此了。好兄弟，陪*我到附近的酒馆喝两杯怎么*样？"
3502,"DAE","好啊，咱们这就走。"
3503,"DAF","咦？那不是衡山派的莫大师*伯吗？"
3504,"DB0","不错，我们过去看看。"
3505,"DB1","唉，有多少风流，便有多少*罪孽。"
3506,"DB2","晚辈令狐冲拜见莫师伯。"
3507,"DB3","令狐兄弟，魔教的任大小姐*对你情深一往，你可千万不*能辜负她啊。我劝你尽管去*少林将那位任大小姐救了出*来，娶她为妻便是。别人不*来喝你的喜酒，我莫大偏来*喝你三杯。"
3508,"DB4","去少林救任小姐？莫师伯，*到底少林派为甚么要拘留任*小姐？"
3509,"DB5","你是当真不知，还是明知故*问？你的内伤后来怎地却好*了？是修习了少林派的‘易*筋经’神功，是不是？"
3510,"DB6","不是。少林派方丈玄慈大师*慈悲为怀，答允传授少林派*无上内功。只是小侄不愿改*投少林派，而这门少林神功*又不能传授派外之人，只好*辜负了方丈大师的一番美意*。"
3511,"DB7","少林派和你向来并无渊源，*决不能随便传人以本门的无*上神功。玄慈大师答应以‘*易筋经’相授，是因为那日*那日黑木崖任大小姐求见方*丈，说道只须方丈救了你的*性命，她便任由少林寺处置*，要杀要剐，绝不皱眉。这*位任大小姐虽然出身魔教，*但待你的至诚至情，她去到*少林，自无生还之望，但为*了救你，她……她是全不顾*己了。玄慈大师不愿就此杀*她，却也不能放她，因此将*她囚禁在少林寺后的山洞之*中。"
3512,"DB8","原来如此。盈盈对我情意深*重，我这就去去闯少林，能*救得出她来，那是最好，如*救不出来盈盈，我宁愿死在*少林。"
3513,"DB9","好，这才是有情有意的真丈*夫！"
3514,"DBA","令狐大哥，我陪你一起去。"
3515,"DBB","令狐少侠光临敝寺是否是为*了任小姐的事情？"
3516,"DBC","正是，希望大师高抬贵手，*放盈盈下山吧。"
3517,"DBD","你这畜生，竟然为了魔教教*主之女而前来少林滋事！"
3518,"DBE","任先生复出，江湖上从此多*事，只怕将有无数人命伤在*任先生手下。老衲有意屈留*任小姐等任先生来救女儿，*老纳也好趁机劝说任先生改*恶向善，屈留他在敝寺盘桓*，诵经礼佛，教江湖上得以*太平。"
3519,"DBF","＜原来他们早已经聚集了高*手，就等把任我行引来了。*＞"
3520,"DC0","玄慈大师，您心地过于善良*，令狐冲是任老怪的乘龙快*婿，既然您已经告诉他真相*了，咱们也不能放他们下山*，免得他们向任老怪通风报*信。"
3521,"DC1","善哉善哉，看来天意如此，*老纳好久不在江湖走动，现*在真是后生可畏呀。你们把*任小姐带下山去，请几位失*主下山后请转告任先生以天*下沧生的性命为重，少开杀*戒。阿弥陀佛。"
3522,"DC2","冲哥，我就知道您能来救我*。方丈大师，您慈悲为怀，*小女子永世不忘。"
3523,"DC3","请方丈放心，我们定会转告*，告辞。"
3524,"DC4","阿弥陀佛，施主当以天下苍*生为重。"
3525,"DC5","阿弥陀佛，施主当以天下苍*生为重。"
3526,"DC6","盈盈，他们把你救出来了？*好。冲儿，你和盈盈的事情*我都知道了，也是机缘巧合*，你也学会了老夫的吸星大*法，所以你的内伤也好了起*来。今天老夫要回黑木崖找*东方不败算账去，你可愿意*助老夫一臂之力？"
3527,"DC7","冲哥，当初东方不败使奸计*害得我爹爹铁牢内呆了十几*年，不见天日，要是没有你*们现在我们父女还不能相见*。"
3528,"DC8","好！前辈不提我也要协助前*辈去黑木崖会会东方不败。*小兄弟，此次风险太大，甚*至有生命危险，咱们就此别*过，如果这次我们能顺利得*胜，我再去找你，咱们在一*起闯荡江湖。"
3529,"DC9","令狐大哥怎么能这么说话？*我不是贪生怕死之徒，如任*前辈不弃，咱们一起去，我*愿助你们一臂之力。"
3530,"DCA","哈哈哈哈哈！直爽，你这个*朋友我任我行交定了，咱们*也不用客气，我和向左使现*在就去黑木崖摸摸情况，你*们三个娃娃尽快赶来。"
3531,"DCB","小兄弟，感谢你帮我救出盈*盈，这是风老前辈传给我的*剑法，你也学学吧。我和盈*盈先回小村，等小兄弟你准*备好了，我们再一同前往黑*木崖。"
3532,"DCC","东方教主文成武德，仁义英*明．千秋万载，一统江湖．"
3533,"DCD","任教主文成武德，仁义英*明．千秋万载，一统江湖．"
3534,"DCE","你就是东方不败？*＜怎麽看起来像个娘们？＞"
3535,"DCF","啊！你便是到梅庄救走任我*行的那小子．我早想见你一*见，看看是怎样的一位俊俏　*郎君．***哼，依我看也是平平无奇，*比起我那莲弟来，可差的远*了．"
3536,"DD0","任教主、向大哥，你们怎么*样？"
3537,"DD1","还好，死不了。这东方不败*已经练成葵花宝典上的武功*，你们可千万小心。"
3538,"DD2","任教主，这部《葵花宝典》*是你传给我的．我一直念着*你的好处．"
3539,"DD3","是吗？*因此你将我关在西湖湖底，*教我不见天日．"
3540,"DD4","我没杀你，是不是？***只须我叫江南四友不送水给*你喝，你能捱的了十天半月*吗？"
3541,"DD5","这样说来，你待我还算不错*了？"
3542,"DD6","正是．我让你在杭州西湖颐*养天年．*常言道，上有天堂，下有苏*杭．西湖风景，那是天下有*名的了，孤山梅庄，更是西*湖景色绝佳之处．"
3543,"DD7","原来你让我在西湖湖底的黑*牢中颐养天年．*那可要多谢你了．"
3544,"DD8","任教主，你待我的种种好处*我永远记得．*你破格提拔，连年升我职，*甚至连本教至宝的”葵花宝*典”也传给了我．此恩此德*东方不败永不敢忘．*初时我一心只想做日月神教*教主，想什麽千秋万载，一*统江湖，於是处心积虑的谋*你的位，翦除你的羽翼．*我初当教主，那可意气风发*了，说什麽文成武德，中兴*圣教，当真是不要脸的胡吹*法螺．**直到後来修习”葵花宝典”*才慢慢悟到了人生妙谛．**其後勤修内功，数年之後，*终於明白了天人化生，万物*滋长的要道．*如今，我最羡慕的就是那些*青春年少的娇媚女子，如果*能易地而处，别说日月神教*的教主，就算是皇帝老子，*我也不做．"
3545,"DD9","你这男扮女装的老旦，*真令人恶心．"
3546,"DDA","大胆！"
3547,"DDB","东方不败，今日终於．．．*终於教你落在我手里．"
3548,"DDC","任教主，终究是．．是．．*终究是．．是我输了．"
3549,"DDD","哈！哈！*你这大号，可得改一改罢？"
3550,"DDE","倘若单打独斗，*你们是不能打败我的．"
3551,"DDF","不错，你武功比我高，*我很是佩服．"
3552,"DE0","你能这麽说，*足见男子汉大丈夫气概．**唉，冤孽，冤孽，我练了那*”葵花宝典”，照着宝典上*的秘方，自宫练气，炼丹服*药，渐渐的胡子没有了，说*话声音变了，性子也变了．**我从此不爱女子，把七个小*妾都杀了，却．．．却把全*副心意放在莲弟身上．*倘若我生为女儿身，那就好*了．*任教主，你快把我杀了！"
3553,"DE1","我现在不想杀你了，*我也找个地方安养你好了．**来人啊，把他带下去．"
3554,"DE2","你好狠毒！"
3555,"DE3","恭喜教主，今日诛却大逆．*从此我教在教主庇荫之下，*扬威四海．*教主千秋万载，一统江湖．"
3556,"DE4"," 胡说八道！什麽千秋万载*？哈！哈！哈！《葵花宝典*》啊《葵花宝典》，你终于*又回到我手里了，可惜，这*并不是常人可以练的．"
3557,"DE5","这话怎讲？"
3558,"DE6","这宝典的第一页就注明着，*”欲练神功，引刀自宫”，*老夫可不会没了脑子，去干*这等傻事．*哈哈，哈哈．．．．**可是宝典上所载的武功实在*厉害，任何学武之人，一见*之後却不能不动心．*东方不败，饶你奸诈似鬼，*也猜不透老夫传你”葵花宝*典”的用意．*你野心勃勃，意存拔扈，*难道老夫瞧不出来吗？*哈哈，哈哈！"
